id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Label
9650,elevation_ultra,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,4,1,mid,1
9651,elevation_high,aspect_low,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,3,3,low,2
9652,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,high,7
9653,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,high,7
9654,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,high,7
9655,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,high,7
9656,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_b,hillshade_9am_min,hillnoon_min,5,0,mid,1
9657,elevation_high,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_max,0,0,low,2
9658,elevation_ultra,aspect_ultra,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9659,elevation_ultra,aspect_ultra,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,4,high,7
9660,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,high,7
9661,elevation_high,aspect_medium,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,4,3,low,2
9662,elevation_ultra,aspect_ultra,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,4,high,7
9663,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,high,7
9664,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,5,4,mid,1
9665,elevation_ultra,aspect_ultra,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9666,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,high,7
9667,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,high,7
9668,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,high,7
9669,elevation_ultra,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,1
9670,elevation_ultra,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,1
9671,elevation_ultra,aspect_ultra,slope_medium,neota,leighcan_a,hillshade_9am_min,hillnoon_min,4,2,low,1
9672,elevation_ultra,aspect_ultra,slope_low,comanche,typic_a,hillshade_9am_min,hillnoon_max,1,0,mid,1
9673,elevation_ultra,aspect_ultra,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9674,elevation_ultra,aspect_ultra,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9675,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid,2
9676,elevation_ultra,aspect_high,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9677,elevation_ultra,aspect_high,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9678,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,high,7
9679,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9680,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9681,elevation_ultra,aspect_low,slope_low,neota,leighcan_a,hillshade_9am_min,hillnoon_min,4,3,low,1
9682,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_c,hillshade_9am_min,hillnoon_min,3,0,low,1
9683,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,3,low,2
9684,elevation_ultra,aspect_high,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,4,4,mid,2
9685,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_b,hillshade_9am_min,hillnoon_min,5,0,low,1
9686,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9687,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,high,7
9688,elevation_ultra,aspect_high,slope_ultra,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,1,mid,2
9689,elevation_ultra,aspect_high,slope_ultra,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,3,1,mid,2
9690,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_i,hillshade_9am_min,hillnoon_min,6,4,mid,7
9691,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9692,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9693,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,6,4,mid,2
9694,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_a,hillshade_9am_min,hillnoon_min,4,0,mid,1
9695,elevation_high,aspect_low,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,3,low,2
9696,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid,7
9697,elevation_ultra,aspect_low,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9698,elevation_ultra,aspect_medium,slope_medium,comanche,moran_b,hillshade_9am_max,hillnoon_min,6,4,mid,7
9699,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_c,hillshade_9am_min,hillnoon_min,4,0,low,1
9700,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_c,hillshade_9am_min,hillnoon_max,0,0,mid,1
9701,elevation_high,aspect_high,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,3,mid,2
9702,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,4,mid,1
9703,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,4,mid,7
9704,elevation_ultra,aspect_low,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9705,elevation_ultra,aspect_high,slope_low,neota,catamount_b,hillshade_9am_min,hillnoon_max,4,2,low,2
9706,elevation_high,aspect_low,slope_ultra,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,0,1,low,2
9707,elevation_ultra,aspect_ultra,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,4,3,mid,2
9708,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9709,elevation_ultra,aspect_low,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,3,mid,7
9710,elevation_ultra,aspect_ultra,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9711,elevation_ultra,aspect_low,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9712,elevation_ultra,aspect_low,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,3,mid,7
9713,elevation_ultra,aspect_medium,slope_medium,comanche,moran_b,hillshade_9am_max,hillnoon_min,6,4,low,7
9714,elevation_ultra,aspect_high,slope_high,comanche,moran_b,hillshade_9am_max,hillnoon_min,6,4,mid,7
9715,elevation_ultra,aspect_ultra,slope_high,neota,catamount_b,hillshade_9am_min,hillnoon_max,3,2,mid,2
9716,elevation_ultra,aspect_low,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9717,elevation_ultra,aspect_low,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,3,mid,7
9718,elevation_ultra,aspect_low,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,3,mid,7
9719,elevation_ultra,aspect_medium,slope_medium,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,4,low,7
9720,elevation_ultra,aspect_high,slope_ultra,comanche,leighcan_e,hillshade_9am_max,hillnoon_max,6,4,mid,2
9721,elevation_ultra,aspect_medium,slope_high,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,5,4,mid,2
9722,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_a,hillshade_9am_min,hillnoon_min,3,0,low,1
9723,elevation_ultra,aspect_ultra,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,5,mid,7
9724,elevation_ultra,aspect_low,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,5,mid,7
9725,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_c,hillshade_9am_min,hillnoon_min,4,0,low,1
9726,elevation_ultra,aspect_ultra,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,3,mid,7
9727,elevation_ultra,aspect_ultra,slope_low,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,3,mid,7
9728,elevation_ultra,aspect_medium,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,4,low,7
9729,elevation_ultra,aspect_ultra,slope_medium,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,5,4,mid,2
9730,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,6,4,mid,2
9731,elevation_ultra,aspect_medium,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,4,low,7
9732,elevation_ultra,aspect_medium,slope_high,comanche,moran_b,hillshade_9am_max,hillnoon_min,5,4,mid,7
9733,elevation_high,aspect_ultra,slope_low,comanche,typic_a,hillshade_9am_min,hillnoon_min,4,1,low,1
9734,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,mid,1
9735,elevation_ultra,aspect_high,slope_high,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,5,4,mid,2
9736,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,2,2,low,2
9737,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,5,4,mid,2
9738,elevation_ultra,aspect_high,slope_ultra,comanche,leighcan_e,hillshade_9am_max,hillnoon_max,5,4,mid,2
9739,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,mid,1
9740,elevation_ultra,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,4,3,mid,1
9741,elevation_ultra,aspect_medium,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,4,low,7
9742,elevation_ultra,aspect_medium,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,4,mid,7
9743,elevation_ultra,aspect_medium,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,4,3,mid,2
9744,elevation_ultra,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,4,2,mid,2
9745,elevation_ultra,aspect_high,slope_high,comanche,moran_b,hillshade_9am_max,hillnoon_max,5,4,low,7
9746,elevation_ultra,aspect_high,slope_high,comanche,moran_b,hillshade_9am_max,hillnoon_max,5,4,low,7
9747,elevation_ultra,aspect_medium,slope_medium,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,4,low,7
9748,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,4,4,mid,2
9749,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_b,hillshade_9am_min,hillnoon_max,4,0,mid,1
9750,elevation_ultra,aspect_medium,slope_low,neota,catamount_b,hillshade_9am_max,hillnoon_min,2,1,mid,1
9751,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,6,4,mid,7
9752,elevation_ultra,aspect_high,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_max,5,4,low,7
9753,elevation_ultra,aspect_medium,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,4,low,7
9754,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,0,mid,7
9755,elevation_high,aspect_ultra,slope_medium,comanche,catamount_b,hillshade_9am_min,hillnoon_min,5,4,mid,1
9756,elevation_ultra,aspect_ultra,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,mid,7
9757,elevation_ultra,aspect_high,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,4,4,low,7
9758,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,5,0,mid,1
9759,elevation_high,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,3,1,low,1
9760,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,4,2,mid,1
9761,elevation_ultra,aspect_high,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,5,0,mid,1
9762,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,mid,7
9763,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_max,5,4,low,7
9764,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,5,0,mid,7
9765,elevation_high,aspect_high,slope_low,comanche,catamount_a,hillshade_9am_min,hillnoon_max,3,1,low,1
9766,elevation_ultra,aspect_high,slope_high,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,3,1,mid,1
9767,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,4,4,mid,2
9768,elevation_ultra,aspect_ultra,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,6,4,mid,1
9769,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,4,mid,7
9770,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9771,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_max,4,4,low,7
9772,elevation_ultra,aspect_medium,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,0,mid,7
9773,elevation_high,aspect_low,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,6,4,mid,1
9774,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,4,4,low,7
9775,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_max,4,4,low,7
9776,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,4,low,7
9777,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,4,low,7
9778,elevation_high,aspect_low,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,6,4,mid,1
9779,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,4,4,low,7
9780,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9781,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_min,6,5,mid,7
9782,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,4,low,7
9783,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,4,low,7
9784,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_e,hillshade_9am_min,hillnoon_min,6,4,mid,2
9785,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_e,hillshade_9am_min,hillnoon_min,6,4,mid,7
9786,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_max,4,4,low,7
9787,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_max,4,4,low,7
9788,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,4,low,7
9789,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,3,1,low,7
9790,elevation_high,aspect_low,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,5,4,low,1
9791,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,5,4,mid,2
9792,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,6,4,mid,2
9793,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,3,3,mid,2
9794,elevation_ultra,aspect_ultra,slope_low,neota,moran_b,hillshade_9am_min,hillnoon_max,2,0,mid,1
9795,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,4,low,7
9796,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_max,4,4,low,7
9797,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,4,low,7
9798,elevation_ultra,aspect_ultra,slope_high,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,5,mid,7
9799,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_max,4,4,low,7
9800,elevation_ultra,aspect_high,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_max,4,4,low,7
9801,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,3,low,7
9802,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,2,2,low,7
9803,elevation_ultra,aspect_medium,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_min,5,3,mid,1
9804,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,2,3,mid,1
9805,elevation_ultra,aspect_low,slope_medium,neota,catamount_b,hillshade_9am_min,hillnoon_min,4,3,low,1
9806,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_e,hillshade_9am_min,hillnoon_max,6,5,mid,7
9807,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,3,3,low,7
9808,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_max,1,1,low,7
9809,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,6,4,mid,2
9810,elevation_high,aspect_medium,slope_low,comanche,typic_b,hillshade_9am_max,hillnoon_min,0,0,mid,1
9811,elevation_ultra,aspect_high,slope_high,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,2,1,mid,2
9812,elevation_ultra,aspect_ultra,slope_high,comanche,leighcan_e,hillshade_9am_min,hillnoon_min,6,4,mid,2
9813,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,3,3,low,7
9814,elevation_ultra,aspect_high,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,1,0,low,7
9815,elevation_high,aspect_medium,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,1,0,mid,1
9816,elevation_high,aspect_high,slope_medium,comanche,catamount_b,hillshade_9am_max,hillnoon_max,0,0,mid,1
9817,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid,1
9818,elevation_ultra,aspect_high,slope_medium,comanche,moran_b,hillshade_9am_min,hillnoon_max,6,5,mid,7
9819,elevation_ultra,aspect_high,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_max,4,1,low,7
9820,elevation_high,aspect_medium,slope_ultra,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,4,0,mid,1
9821,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,mid,1
9822,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid,1
9823,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
9824,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_a,hillshade_9am_min,hillnoon_max,3,1,low,1
9825,elevation_ultra,aspect_ultra,slope_medium,neota,leighcan_a,hillshade_9am_min,hillnoon_max,5,0,mid,2
9826,elevation_ultra,aspect_ultra,slope_ultra,comanche,leighcan_e,hillshade_9am_min,hillnoon_min,6,4,mid,1
9827,elevation_ultra,aspect_high,slope_medium,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,4,1,low,7
9828,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,1,1,mid,1
9829,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
9830,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
9831,elevation_ultra,aspect_high,slope_low,comanche,cryumbrepts_a,hillshade_9am_min,hillnoon_max,3,1,low,7
9832,elevation_ultra,aspect_medium,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_min,1,0,low,7
9833,elevation_ultra,aspect_low,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_min,1,0,low,7
9834,elevation_ultra,aspect_medium,slope_ultra,comanche,leighcan_a,hillshade_9am_max,hillnoon_min,0,1,low,7
9835,elevation_ultra,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,6,5,mid,2
9836,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,1,0,mid,1
9837,elevation_high,aspect_low,slope_low,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,0,0,mid,1
9838,elevation_high,aspect_ultra,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,5,4,mid,1
9839,elevation_ultra,aspect_medium,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,3,1,low,7
9840,elevation_ultra,aspect_medium,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_min,2,1,low,7
9841,elevation_ultra,aspect_medium,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_min,1,1,low,7
9842,elevation_ultra,aspect_ultra,slope_medium,neota,leighcan_c,hillshade_9am_min,hillnoon_min,0,0,mid,2
9843,elevation_ultra,aspect_medium,slope_high,neota,catamount_b,hillshade_9am_max,hillnoon_min,3,1,low,1
9844,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,5,4,mid,1
9845,elevation_ultra,aspect_high,slope_ultra,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,2,0,mid,7
9846,elevation_ultra,aspect_low,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,1,low,7
9847,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,4,mid,1
9848,elevation_ultra,aspect_low,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,6,0,mid,1
9849,elevation_ultra,aspect_high,slope_high,comanche,leighcan_e,hillshade_9am_min,hillnoon_max,6,4,mid,7
9850,elevation_ultra,aspect_high,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_min,2,0,low,7
9851,elevation_ultra,aspect_high,slope_low,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,0,0,low,7
9852,elevation_ultra,aspect_high,slope_low,comanche,cryumbrepts_a,hillshade_9am_min,hillnoon_max,1,0,low,7
9853,elevation_ultra,aspect_low,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,1,low,7
9854,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,6,5,mid,1
9855,elevation_ultra,aspect_medium,slope_ultra,neota,catamount_b,hillshade_9am_max,hillnoon_min,3,2,low,1
9856,elevation_ultra,aspect_ultra,slope_low,neota,catamount_b,hillshade_9am_min,hillnoon_min,4,2,mid,2
9857,elevation_ultra,aspect_high,slope_low,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,1,0,low,7
9858,elevation_ultra,aspect_high,slope_high,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,1,0,low,7
9859,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_max,1,0,low,7
9860,elevation_ultra,aspect_high,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_max,2,0,low,7
9861,elevation_ultra,aspect_medium,slope_low,comanche,cryumbrepts_a,hillshade_9am_min,hillnoon_max,1,0,low,7
9862,elevation_ultra,aspect_low,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,1,low,7
9863,elevation_ultra,aspect_ultra,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,5,3,mid,1
9864,elevation_high,aspect_low,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,3,mid,1
9865,elevation_medium,aspect_low,slope_low,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,0,0,mid,1
9866,elevation_ultra,aspect_high,slope_high,comanche,cryumbrepts_a,hillshade_9am_min,hillnoon_max,3,1,mid,7
9867,elevation_ultra,aspect_high,slope_medium,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,3,0,low,7
9868,elevation_ultra,aspect_medium,slope_medium,comanche,cryumbrepts_a,hillshade_9am_max,hillnoon_max,0,0,low,7
9869,elevation_ultra,aspect_high,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_max,0,0,low,7
9870,elevation_ultra,aspect_high,slope_high,comanche,moran_a,hillshade_9am_min,hillnoon_max,2,0,low,7
9871,elevation_ultra,aspect_low,slope_low,comanche,cryumbrepts_a,hillshade_9am_min,hillnoon_min,0,0,low,7
9872,elevation_ultra,aspect_low,slope_low,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,3,low,7
9873,elevation_ultra,aspect_medium,slope_high,comanche,moran_a,hillshade_9am_max,hillnoon_min,2,3,low,7
9874,elevation_ultra,aspect_ultra,slope_low,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,5,4,mid,1
9875,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,4,3,mid,1
9876,elevation_ultra,aspect_ultra,slope_low,neota,leighcan_c,hillshade_9am_min,hillnoon_max,4,2,mid,2
9877,elevation_ultra,aspect_ultra,slope_low,comanche,cryumbrepts_a,hillshade_9am_min,hillnoon_min,0,0,low,7
9878,elevation_ultra,aspect_low,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,2,low,7
9879,elevation_ultra,aspect_low,slope_medium,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,5,3,mid,1
9880,elevation_high,aspect_low,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_min,5,0,mid,1
